"","Country","ISO2","ISO3","UN","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Percentage_%_Individuals using the Internet","2016_Percentage_%_Individuals using the Internet","2015_Percentage_%_Individuals using the Internet","2014_Percentage_%_Individuals using the Internet","2013_Percentage_%_Individuals using the Internet","2012_Percentage_%_Individuals using the Internet","2011_Percentage_%_Individuals using the Internet","2010_Percentage_%_Individuals using the Internet","2009_Percentage_%_Individuals using the Internet","2008_Percentage_%_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2018_Percentage_%_Individuals using the Internet","2016_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2015_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2014_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2013_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2012_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2011_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2010_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2008_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions"
"157","Nigeria","NG","NGA","566",0.0377613884893945,0.0580668079387806,0.0580398258356742,0.00866082644600359,0.0625274454243342,0.00853860131288156,0.0087590187328077,0.00892265292307527,0.0531074262640373,0.045102928088134,0.0717249405835669,0.0730034221035191,0.0830892663771069,0.10332209163066,0.103902989470805,0.209900321493539,0.250056219385281,0.66259672983126,0.441881797089166,0.960311448831149,42,25.67,36,21,19.1,16.1,13.8,11.5,9.3,8,75.9248216056935,82.9974015789751,88.1842412477574,83.2683084946631,78.7734882744266,74.0811501166216,67.4392144453305,58.4547544546169,48.2866005844953,55.0763584913685,41.9169827823418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870185852532551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Niue","NU","NIU","570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7665225447807,62.1504039776259,62.0347394540943,62.111801242236,61.8046971569839,NA,61.4250614250614,NA,NA,NA,NA,NA,NA,79.56,76.97,74.4752877454299,65.9195781147001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1620795107034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Northern Marianas","MP","MNP","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4406597346719,40.5026670282976,41.9830607476636,42.3486954760546,47.2475959311482,NA,46.3159448637278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2173913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Norway","NO","NOR","578",41.3363189921547,40.8815658250644,40.1717289579465,39.369433959071,35.2721660262495,37.0528883906106,37.616634068025,38.4486019293055,34.5614985182877,33.0627482305143,10.5517798740418,12.9659314777829,15.3717547056732,18.1642267179196,21.0193173630686,24.3470608559383,27.8439773828118,33.717583615473,30.7620348683293,36.6890152745643,96.3576013,97.29820367,96.8103,96.3,95.0534,94.6499780533304,93.4899826515194,93.39,92.08,90.57,107.993069157752,109.114923797584,107.173711615032,109.90519701006,111.584311582542,112.06028993268,115.632997447598,115.704631663612,110.93272462692,114.601428852706,109.226288975164,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0864372424636,39.8136959840235,NA,NA,96.4916579887094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Oman","OM","OMN","512",8.73915228431756,7.47816940167101,6.3548355193171,5.46554909512887,1.92527603755334,3.23965295885197,4.0982191379848,4.39661208861608,1.43005355008334,1.1794778773833,11.6022182958679,10.9250721399902,9.43284978921549,10.1920912004364,9.31640867488069,9.33410645860637,8.70618854217618,9.33576069709223,8.83769471823145,10.435312598003,80.185635733257,76.84539047,73.53,70.22,66.45,60,48,35.8278,26.8,20,148.821627766224,153.291455497041,133.366290690516,155.756104259601,153.806036858807,149.208910100547,150.873277494269,147.926430004786,138.049590673204,151.446094177944,117.026255896572,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40585671100437,10.9419864970921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Pakistan","PK","PAK","586",0.853498388051817,0.880047310179178,0.80675444905579,0.899175800520134,0.440010355099443,0.809914542508672,0.851248634809162,1.02848563339232,0.223117869939993,0.0979219300485702,1.31867719084345,1.41421606124327,1.52452702114099,1.77388249264026,2.50777689971532,3.33098042052589,3.13002507596521,3.38810487016663,3.12082446261887,3.50048635922978,15.51,12.38544676,14,12,10.9,9.96,9,8,7.5,7,69.5148248314219,67.0275043548918,72.5570610319117,63.130699818506,69.5128245376886,66.7869641833466,64.1558918405059,59.3947936364454,53.7482994860311,55.279945634669,51.2789175463,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636140445683225,2.57312152138201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Palau","PW","PLW","585",NA,NA,NA,6.92895556184546,1.33110554163186,5.0907029478458,10.2521867545155,6.29751503460797,0.776592835657643,0.593455945252352,NA,NA,NA,40.7812057741296,40.4232383978214,41.2529819379757,41.5249433106576,38.8526872737399,38.974358974359,39.0319934372436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.407019530144,108.442074208556,101.925479950017,97.2278911564626,87.0386024232178,69.6964725184578,80.8242829295461,62.3770316509838,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91913214990138,39.488879384089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Palestine","PS","PSE","275",7.80297426741921,7.6107378054599,6.91380331664097,6.06071846339922,NA,4.39412453823145,4.91666941654631,5.30957705064694,NA,NA,9.65953173970112,10.0319407519379,9.31907342523838,8.97516231465131,9.10252562920572,9.30016986179605,9.28617755724115,8.88645934504397,9.22246676767119,9.30385807811162,65.2,61.17838482746,57.42419241388,53.67,46.6,43.4,41.08,37.4,32.23,24.358,84.1797959103283,80.1006718793077,89.4854368073561,77.9613730209933,72.2016402781983,73.6175393553928,73.9041860177816,69.5230849645355,45.4813059198973,64.1967180939292,34.0812911834249,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75848656115252,9.19972857476601,NA,NA,64.3999937114499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Panama","PA","PAN","591",10.8379745689894,10.7423378329777,10.6495589136499,7.96696574790342,7.09069980484187,7.81671266256584,8.01124253181191,7.94770684953839,6.54839119751119,5.57959663318738,16.1138402952068,16.1340460103795,16.1705074809057,15.6340691049259,15.082021083153,15.0446559516717,15.1136707803956,14.8054718947854,15.1136265834755,14.9852970553599,57.8650900656079,54,51.2054249948687,44.92,44.03,40.3018952210488,42.7,40.1,39.08,33.82,128.572973059843,127.363603081238,130.068455582399,144.688114135186,177.019588784702,161.771376649585,164.788658434965,181.720218330962,169.497585364389,182.457290456193,111.348658951528,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63103459532932,14.9024061175063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Papua New Guinea","PG","PNG","598",NA,0.213319781996664,0.205518485662426,0.18500760072893,0.083441545162326,0.120560854336148,0.14508793869842,0.166106058718492,0.0623252569429748,0.0428170002555832,NA,1.87247364197071,1.86175569364786,1.8500760072893,1.82590826667069,1.79754968298927,1.82151725573093,1.65750473941137,1.73978235858012,1.2754073745629,11.2091965928578,9.60153846153846,7.9,6.5,5.1,3.5,2,1.28,1.61,1.15,47.6177157812553,45.7218183985468,NA,43.9084705729994,42.2677000476926,38.5189217783416,35.4999298257201,32.1190589276329,19.8403140980207,26.1141669107218,12.5283087456912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100372059148853,0.958200602304893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Paraguay","PY","PRY","600",4.6103645365067,4.05077222992485,3.68525696560808,3.30193432371329,1.43234176587143,2.1202479851711,2.40505932467379,2.80512570145189,1.25625165072132,0.210481450006709,4.35237388489413,4.28538743871815,5.17057566150556,5.15571977168815,5.63528350369405,6.72234172560426,6.40017391539969,5.8087842228418,5.82329329950098,6.2835781862734,61.07575622,53.40412748,49.72,43,36.9,29.34,24.7635158793993,19.8,18.9,14.27,108.755040911971,110.498899949719,106.952579230847,110.812789123701,110.693964990819,108.34098277861,105.795986086145,103.079850634104,91.1528962169199,94.7637491557325,95.2224492937032,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89613917071994,6.09049452616679,NA,NA,64.9935430235756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Peru","PE","PER","604",NA,7.34701407549311,6.85753025153696,6.56189969037175,3.21246201125175,4.88966809942173,5.41684927853297,5.87250221906625,2.87456297448082,2.54028060818735,NA,9.80157356351221,9.94134650057919,9.55505371153842,10.0781649032502,10.7674326585821,11.5752280458314,10.8857637025964,11.1071920418579,12.3247022547938,48.72763146,45.46174069,40.8526009090468,40.2,39.2,38.2,36.01,34.77,31.4,30.57,123.759754471224,119.424182837294,NA,112.356367916835,105.947699062015,100.064855271147,99.5976824044691,110.924898369407,85.7870210301898,100.30135035966,73.3548122163899,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14076623962328,10.7674317878343,NA,NA,52.5403115720384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Philippines","PH","PHL","608",NA,3.23209704398732,2.87993642834835,2.83998509419134,NA,2.20814899559927,2.60216398943053,2.88519485342524,1.86379126020929,1.15037777236169,NA,3.9585111852694,3.64829517755742,3.15707138856821,3.07744434056195,3.18477341637845,3.59332273272315,3.54955017081569,3.72077967940793,4.43654964642972,60.0547603336913,55.5,36,49.6,48.099023589,36.2351,29,25,9,6.22,110.128136114879,115.852280606764,NA,115.399439202833,110.757700719375,103.997119292804,104.902347938426,98.5557661631442,81.7911969722215,88.4888659587995,74.9347574609636,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8740180631903,4.48410548660857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Poland","PL","POL","616",18.8559963410819,20.1062387921118,19.2894668540181,19.1027262681975,15.2844546646379,18.0178095905088,18.426142474138,18.9909351239604,14.5911875693512,11.6346713721009,NA,19.5304635869774,21.4354098346847,23.8040416332942,25.5491251510294,21.6400731892919,15.5672408256312,20.0029449685611,17.8980574286757,22.1460982549086,75.98536595,73.3007041,67.997,66.6,62.8492,62.3099972714691,61.94999896898,62.32,58.97,53.13,132.950266617975,139.517936930529,134.748422481841,143.390431512749,149.392699169089,149.307463137324,141.486767849484,131.011683886817,116.830230854698,122.495119395543,114.520452782462,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.210256158312,24.6473414117648,NA,NA,77.5417345350006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Portugal","PT","PRT","620",36.9010996575435,34.7439239844538,32.6917299611894,30.3055712523621,20.0705677526491,22.7124078071818,24.4758031135429,27.4305644209019,18.0292050513502,15.4353802067593,49.4679361045565,46.9579756169178,46.3673369852496,45.1662660725896,44.0436454679677,43.252028235215,43.301744543291,42.3384904084141,42.9785001580036,40.8173532844413,73.79121395,70.42356709,68.6329,64.59,62.0956,60.3399974868057,55.2499968797194,53.3,48.27,44.13,114.341985009127,112.072465376623,115.636211214044,112.985112097382,114.18101444988,114.494117790846,113.216951280544,116.70121615459,111.231777727315,115.23509025715,132.598118375727,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2220205915579,39.264140732403,NA,NA,74.6609682791267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Puerto Rico","PR","PRI","630",20.0364456329065,20.8643008255926,20.9206472491909,20.8312065764547,15.4062708371685,16.2084922914053,17.1687893744552,17.672031391516,13.3543071952488,11.8155825668952,23.1368247622381,24.773119294793,24.77962307253,24.0455913586738,23.8449684857161,18.86029627913,19.9705816819225,24.8843454220453,23.2072263495681,25.1835097065513,70.59787359,68.6438072,63.47,NA,68.999990004,68.9999826014151,48,45.3,41.5,38,107.135232627201,99.0573310489244,109.563441983737,94.7797113604009,92.9105022132965,88.0499723447697,86.233137625927,87.3172295210403,75.4119236822057,81.958612128304,70.4979057835407,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6818201609557,26.3128763824711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Qatar","QA","QAT","634",9.63107932538658,9.41598574243007,9.55848723653863,9.26737628180893,7.85351934222796,8.42991102754781,9.22234861810497,9.16851754108453,8.74709205716185,7.39051901452322,16.2523250321209,16.9397092113415,17.5991778099092,17.924356221085,16.9806985854738,17.6576474787445,17.9596488823459,14.5448512034787,15.1777789457191,17.3988338016254,97.3888491654164,95.1246621661148,92.8848264535481,91.49,85.3,69.3,69,69,53.1,44.3,146.383859232922,137.606041951888,141.855826798318,145.786897194149,134.426833463593,141.675504392328,118.448248305043,113.083048975107,117.754010695187,117.78350473812,99.5003010444328,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08504075159968,18.5057059230927,NA,NA,99.6528491261175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Romania","RO","ROU","642",26.0584963258187,24.3055283133905,22.4789651189604,21.3906879111476,14.6571899852402,17.5075784320816,18.8263655245556,20.0459324822956,13.6282644953184,12.0857339130811,18.7633477380477,19.7924398883503,20.7614711548152,21.4301756446305,22.7591132530409,23.4443575987733,22.9885409786069,21.9813887001203,23.0125627940556,22.9188974837716,63.74728218,59.50395129,55.7632,54.08,49.7645,45.8799942529424,40.0099967810008,39.93,36.6,32.42,113.971890359652,115.678269938021,116.245603814271,116.034112623854,114.394490298179,113.79454080252,112.915758269114,115.161158255722,121.620365083016,118.992584163318,117.477520002024,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1439520378854,22.8041773604256,NA,NA,70.6812779273268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Russian Federation","RU","RUS","643",22.1940354112743,21.3723750942434,18.9451932128102,18.5408507305687,10.9423469761911,14.5306830098043,16.4526396172861,17.2471416188817,9.00040315526785,6.47824088730008,NA,21.9556476302954,22.2175390857514,24.5220636772243,26.4145563883072,28.0429739040687,29.2848449432841,31.3047506777878,30.7240999276111,31.6616049631935,76.00813853,73.09143462,70.1,70.52,67.97,63.8,49,43,29,26.83,156.187408043926,157.718497978422,157.431311962961,156.766561122227,152.787886449894,151.255633370661,144.495756111655,141.786609572067,160.507189602277,165.661016656664,139.2838125989,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2717013090017,31.7903531788937,NA,NA,80.8647218583283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Rwanda","RW","RWA","646",0.0609739740870771,0.181788422481302,0.186145531166072,0.185811136195737,0.039265537229646,0.0521153594049787,0.0257225197747074,0.0263180925382749,0.0226316268296198,0.0117591054848458,0.10534898069171,0.102938320223228,0.114861588058508,0.149378959811228,0.447615086393176,0.419348292537102,0.420515403652796,0.395085811434977,0.377924308467298,0.341937917379229,21.7676326213782,20,18,10.6,9,8.02385427694765,7,8,7.7,4.5,73.6102638177355,76.4561253671856,78.8541103579345,77.0477992441071,69.896044887821,61.8705497774692,53.9424397324922,43.194899687963,24.8319443266069,35.3485558509934,13.8866321438928,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0839864180021025,0.176071606232914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Saint Kitts and Nevis","KN","KNA","659",NA,16.6452108752042,27.4634382566586,31.9825010253305,29.7861922637506,26.0588930984024,26.4250660626652,27.6086185843148,26.7495215950945,23.0445159281934,NA,33.2270150831012,33.7685230024213,38.5680526531649,38.2085319257888,38.1474637897121,40.0906047667729,40.394973070018,40.0428741885251,42.1819378999568,80.710190808323,76.8176749076294,75.7,68,64.6,64,63.2,63,55.7,49.2,147.714477855702,148.344794188862,NA,142.587348397555,128.018277070942,152.987224573325,152.344298113737,155.722288510931,155.35299080228,163.212012404113,154.61243125454,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4818290290614,42.3368268133236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Saint Lucia","LC","LCA","662",17.738840721539,17.5630270676526,16.5455717015509,15.8692763752889,11.7706867334923,13.9108725926429,13.9167272256116,15.8158343428905,10.7919475557568,9.13293845692337,20.0501404702868,19.349668976646,19.7445896102742,19.4689771445798,18.4143222506394,18.8718572724251,20.8564020696761,21.5124795358589,20.452991842501,22.3904169642494,50.8152447764038,46.7290780591803,42.530930474403,39.7,36,34.82,34,32.5,31,30,97.6458105374847,98.1246944851798,101.679595797437,104.809463729442,105.639498362274,119.463363246635,122.278455215516,123.34799252609,110.17123347327,113.859321595772,102.960984877449,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1564963769767,24.080794772103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Saint Vincent and the Grenadines","VC","VCT","670",25.4103492391867,17.5485081082065,19.9755159466101,15.5385348334372,11.5486582605884,12.5568312814128,13.4447901898326,13.5181561808177,10.6263909795266,8.63893424852158,17.438368220958,18.2942263742067,18.7741528791602,22.7809946128193,21.9573584663011,17.555375522454,17.8715359431918,20.0480347328068,20.9784334724325,21.2573993184777,22.0042779775179,20.68943522,17.1320665213147,47.4,43.5,40,36.7,33.7,31,21,105.478616369381,102.914333220658,96.0657284663055,103.869058526038,105.654917739135,115.42597263906,117.113478120533,121.689316444477,111.845373867593,121.741259064246,120.024355816335,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2318032423649,21.0133495705442,NA,NA,22.39426119213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Samoa","WS","WSM","882",NA,0.866128834104591,1.11496645847791,1.07693023207743,0.10755637298399,0.573275018642015,0.649125934625992,1.05139396840096,0.108368191768352,0.0873062211139183,NA,4.32757279167861,4.97545428843139,5.9184654260954,6.12732219684634,4.39497058484254,4.37360184886482,4.30225491935961,NA,NA,33.6109393195046,29.4117301129981,25.407009766593,21.2,15.3,12.92249,11,7,6,5.03161531623702,63.5831729391048,77.6251060220526,NA,62.2785032530114,55.4174621919561,52.3741859709099,53.0448624721692,NA,NA,48.4003678427956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","San Marino","SM","SMR","674",NA,31.184105016186,35.8166189111748,34.9873767732628,19.1872938614749,30.8425478897368,31.4287469664854,35.5105013961394,17.6726375908619,16.100414010646,NA,53.4584657420332,47.7554918815664,49.741524404905,56.4525919630934,57.6045218566645,58.2463790686809,62.6212815011688,59.015823884274,66.2902388369678,60.1823012607528,NA,NA,NA,NA,NA,49.6,NA,54.21,54.52,112.856761010959,109.151146131805,NA,110.074537148353,114.119218161952,112.98497834301,112.132066656284,112.014781592496,97.1865264797508,97.944218514842,80.180061773017,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6500110546098,69.9875139646448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Sao Tome and Principe","ST","STP","678",0.737816782607047,0.714185688278952,0.701186358111865,0.658871194191504,0.324331516707231,0.412942400373665,0.509144293991785,0.562007285658085,0.251882007778207,0.201028517999065,2.51104118884698,2.68918194592663,2.82098343231952,3.22967226924466,3.47422685679543,3.63168772483302,4.2647714485892,4.32663787415937,4.313801998656,4.37467306511406,29.9312292018213,28,25.82,24.41,23,21.5724,20.1612,18.75,16.41,15.48,84.0039789655655,87.6099140370128,77.0561252535209,92.7489068955835,65.652669279149,65.2459562594033,64.8457569902974,62.3431098393705,45.9579476449317,56.9548319851861,29.5412575970079,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399406039322798,4.46645628798504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Saudi Arabia","SA","SAU","682",20.2412912463301,20.0998610955821,19.7190545135355,19.9748518704103,6.24181913574919,8.71260405626498,9.75038267492141,9.85237154236244,5.39880451228813,4.04850161312683,15.9850577205021,14.0775529475853,13.065116046393,11.8133089675227,11.7694860420808,16.4371932052975,16.4700410565634,15.1915683850689,16.3903543383201,15.6626081197799,82.12000121,74.87927469,69.6162358014004,64.713657369019,60.5,54,47.5,41,38,36,121.478950946128,147.741764307597,122.573311215261,166.45633488743,170.571812932711,176.706694206876,181.787624035754,191.031502545194,168.471064711506,188.043864621218,139.057662616059,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90351412708031,15.8371226868289,NA,NA,93.3100018480347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Senegal","SN","SEN","686",0.818830296317288,0.725030327144034,0.65597008947666,0.690134670612305,0.620335083641554,0.713035793485028,0.774413847665694,0.729198611699305,0.476040536083905,0.394495456404953,1.90637594553864,1.88487780455149,1.90704397013136,2.05933288285134,2.20071071502622,2.49388641649684,2.53707807018539,2.69642695447316,2.65774954965199,2.26012242802724,46,25.6647680413953,27,17.7,13.1,10.8,9.8,8,7.5,7.12,102.198606880768,101.286996068101,104.450641001826,102.61356841625,101.446164193923,95.2936290452246,85.5891124244814,71.7585166393032,55.9501013531809,65.8117968018673,44.8918552823598,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711326980470559,1.98049080939209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Serbia","RS","SRB","688",17.4377246030049,16.7702874911604,16.3876673078485,14.8728530636739,9.56364929741725,11.9011582963213,13.158959890139,13.3854721958345,6.54508072771586,5.04609053561532,27.6049972542684,29.5550503373415,30.3188414046908,31.2102241613144,32.0975639249298,33.991362615855,33.2976663717785,34.5929388714856,33.8075646527705,34.418764546277,70.33083553,67.05684137,65.3170254003801,62.0750804639377,53.450364175,48.1,42.2,40.9,38.1,35.6,97.6459144145144,102.716117065319,NA,103.141759672458,105.019931359838,103.137302520579,102.212287473324,113.590867859268,109.852009623469,110.277698750363,106.166199214292,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8258813898484,34.0489727324292,NA,NA,73.360709154564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Seychelles","SC","SYC","690",20.2850786850128,15.7864714057541,14.6640894368405,14.1295879045674,7.44324158485273,11.4218761811172,13.2887199528883,12.5532027808735,5.01530803286271,3.77781954471581,20.8968443602208,20.3820863324276,21.7699299968655,22.4694139695508,22.5102159953298,23.2903260345843,22.621297366176,24.1551981065919,30.3777630247162,28.7196317261734,58.769811242531,56.5147081470678,54.25961786,51.25470199,50.4,47.076,43.16400446,41,NA,40.44,173.496650003111,158.663671507679,184.298014336327,156.082461201541,160.628350050417,146.463943465924,147.381834281827,137.777390812229,121.878372723068,128.842698106592,103.346637331535,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.243461793803,24.6791009298057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Sierra Leone","SL","SLE","694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227017090247172,0.23196050012867,0.237035748058329,0.235138264149481,0.233100878338678,0.268153068922489,0.218216936938734,0.243782034482969,0.522897989935489,9,11.77318438,6.344421603,6.057298984,4,2.5,0.9,0.58,0.26,0.25,88.4698954639715,85.6789770378207,NA,78.8771309862332,67.7882239337121,58.2752195846696,32.9232379065945,32.5601379806315,18.4927337904014,31.1738481341049,16.4471029507453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51356437643584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
